message,anomaly_score,is_anomaly,rule_based_flag,is_whitelisted,combined_anomaly,confidence_score,explanation
2025-04-27 18:42:56 log_channel(cluster) log [DBG] : MDS startup completed,5.2498166041914374e-05,False,False,True,False,0.0018,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:55 log_channel(cluster) log [INF] : osd 5 is healthy,1.676378360571107e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:43:37 log_channel(cluster) log [DBG] : osdmap 145: 18 total, 10 up",4.3676213863363955e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:29 log_channel(mds) log [DBG] : MDS.1 updated inode cache size: 17816,0.0011960241245105863,False,False,True,False,0.0403,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:04 log_channel(cluster) log [WRN] : OSD 5 is down: timeout,0.0032969042658805847,True,True,False,True,0.111,"This log shows unusual patterns with tokens: '##n' (uncommon usage), '##out' (uncommon usage), 'time' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:45:51 log_channel(cluster) log [INF] : snapshot 382 created,9.872013606582186e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:52 log_channel(mon) log [INF] : config update committed,0.0006727879517711699,False,False,True,False,0.0226,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:41 log_channel(cluster) log [DBG] : heartbeat from OSD 6,1.6391263102377707e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:13 log_channel(client) log [INF] : object read completed by client 8909,0.0006284337723627687,False,False,True,False,0.0211,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:18 log_channel(pg) log [DBG] : PG 226 is clean,3.2409880645900557e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:42 log_channel(cluster) log [DBG] : heartbeat from OSD 2,3.0174749099387554e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:07 log_channel(cluster) log [ERR] : OSD 9 failed to recover from 853 after 50s,0.005131375044584274,True,True,False,True,0.1727,"This log shows unusual patterns with tokens: 'recover' (uncommon usage), 'after' (uncommon usage), 'from' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:43:48 log_channel(cluster) log [DBG] : recovery completed on osd.1,2.421434714960924e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:56 log_channel(pg) log [DBG] : PG 622 is clean,1.5273678855010075e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:57 log_channel(client) log [INF] : object read completed by client 4569,0.0006856166874058545,False,False,True,False,0.0231,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:29 log_channel(rbd) log [INF] : RBD unmap operation for image 'rbd-image-3' completed successfully,2.0972927359252935e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:51 log_channel(client) log [INF] : object read completed by client 6863,0.000559873238671571,False,False,True,False,0.0188,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:00 log_channel(cluster) log [DBG] : heartbeat from OSD 6,1.2852240161009831e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:44 log_channel(mon) log [INF] : config update committed,0.0006693631876260042,False,False,True,False,0.0225,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:57 log_channel(rbd) log [DBG] : RBD snapshot 'snap-708' created for image 'rbd-image-6',0.00026907739811576903,False,False,True,False,0.0091,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:17 log_channel(pg) log [DBG] : PG 201 scrub completed,9.248813876183704e-05,False,False,True,False,0.0031,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:06 log_channel(rgw) log [INF] : RGW user 'user-13' authenticated successfully,4.190943059256824e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:43 log_channel(rbd) log [DBG] : RBD snapshot 'snap-719' created for image 'rbd-image-4',0.00017302096239291131,False,False,True,False,0.0058,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:45:44 log_channel(cluster) log [INF] : mon.1 quorum formed with mons: mon.3,mon.4,mon.2",0.00014739908510819077,False,False,True,False,0.005,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:24 log_channel(rgw) log [INF] : RGW user 'user-14' authenticated successfully,4.395832604586758e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:52 log_channel(cluster) log [INF] : osd 6 is healthy,1.1362124041625066e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:36 log_channel(pg) log [DBG] : PG 818 scrub completed,1.2852243003180774e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:29 log_channel(rbd) log [INF] : RBD unmap operation for image 'rbd-image-4' completed successfully,2.169932486140169e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:46 log_channel(pg) log [INF] : PG 881 active and clean,1.5087408655745094e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:38 log_channel(cluster) log [DBG] : scrub starts,3.1680554002377903e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:23 log_channel(network) log [DBG] : heartbeat received from mon.3,1.4714882468069845e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:43 log_channel(cluster) log [DBG] : scrub starts,3.354283535372815e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:54 log_channel(pg) log [DBG] : PG 638 is clean,1.5273678855010075e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:12 log_channel(cluster) log [DBG] : scrub starts,3.3915302992681973e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:37 log_channel(cluster) log [DBG] : MDS startup completed,5.1799674110952765e-05,False,False,True,False,0.0017,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:48 log_channel(cluster) log [DBG] : MDS startup completed,5.106880416860804e-05,False,False,True,False,0.0017,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:13 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 911,1.3411032284693647e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:46:30 log_channel(cluster) log [DBG] : pgmap v2204: 438 pgs: 31 peering, 289 active+clean; 95481 KiB data, 81 GiB used, 42 GiB avail",5.439046799438074e-05,False,False,True,False,0.0018,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:14 log_channel(audit) log [INF] : auth key accepted for client 6984,0.00018758632359094918,False,False,True,False,0.0063,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:51 log_channel(network) log [DBG] : heartbeat received from mon.1,1.0803334760112193e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:09 log_channel(cluster) log [INF] : client reconnect complete,0.0014861846575513482,False,False,True,False,0.05,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:22 log_channel(cluster) log [DBG] : pgmap v9057: 165 pgs: 7 peering, 461 active+clean; 63992 KiB data, 11 GiB used, 28 GiB avail",7.624790305271745e-05,False,False,True,False,0.0026,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:44 log_channel(cluster) log [DBG] : heartbeat from OSD 5,1.6577521932958916e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:24 log_channel(cluster) log [DBG] : pgmap v3929: 414 pgs: 30 peering, 56 active+clean; 94212 KiB data, 100 GiB used, 19 GiB avail",5.068093378213234e-05,False,False,True,False,0.0017,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:28 log_channel(pg) log [DBG] : PG 867 is clean,2.2537966515301378e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:05 log_channel(cluster) log [DBG] : scrub starts,2.696892352105351e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:08 log_channel(cluster) log [DBG] : scrub ok,8.19563368281706e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:30 log_channel(client) log [INF] : object read completed by client 8803,0.0008100494742393494,False,False,True,False,0.0273,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:45:23 log_channel(cluster) log [DBG] : pgmap v9758: 363 pgs: 42 peering, 140 active+clean; 93614 KiB data, 31 GiB used, 74 GiB avail",0.0003618308110162616,False,False,True,False,0.0122,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:53 log_channel(mds) log [INF] : MDS.0 session with client.8096 established,0.0004189393366687,False,False,True,False,0.0141,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:06 log_channel(cluster) log [DBG] : scrub starts,2.732277835093555e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:27 log_channel(mon) log [INF] : config update committed,0.0006498949369415641,False,False,True,False,0.0219,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:34 log_channel(pg) log [DBG] : PG 894 scrub completed,1.3411036547950062e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:20 log_channel(cluster) log [DBG] : MDS startup completed,4.75332562928088e-05,False,False,True,False,0.0016,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:03 log_channel(pg) log [DBG] : PG 892 scrub completed,1.0617071666274569e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:55 log_channel(network) log [DBG] : heartbeat received from mon.0,1.5459940527762228e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:14 log_channel(network) log [DBG] : heartbeat received from mon.3,1.6018732651446044e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:40 log_channel(cluster) log [DBG] : OSD 10 backfill completed,0.00095431535737589,False,False,True,False,0.0321,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:13 log_channel(cluster) log [DBG] : MDS startup completed,5.209885421209037e-05,False,False,True,False,0.0018,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:46:58 log_channel(cluster) log [DBG] : pgmap v5502: 324 pgs: 17 peering, 279 active+clean; 58985 KiB data, 2 GiB used, 67 GiB avail",0.0005963103612884879,False,False,True,False,0.0201,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:34 log_channel(rgw) log [INF] : RGW op success: PUT /bucket-4/object-907.bin,1.4515775546897203e-05,False,False,True,False,0.0005,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:55 log_channel(mds) log [DBG] : MDS.0 updated inode cache size: 94809,2.844155233105994e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:26 log_channel(mgr) log [INF] : mgr module reload succeeded,0.00031120068160817027,False,False,True,False,0.0105,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:36 log_channel(mds) log [INF] : MDS.1 session with client.2262 established,0.0004417533928062767,False,False,True,False,0.0149,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:02 log_channel(network) log [DBG] : heartbeat received from mon.3,1.5832466715437477e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:59 log_channel(rbd) log [INF] : RBD image 'rbd-image-3' mapped to /dev/rbd9,1.5664754755562171e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:10 log_channel(rgw) log [DBG] : RGW bucket index updated for bucket 'bucket-16',1.350381353404373e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:41 log_channel(mon) log [INF] : config update committed,0.000676783500239253,False,False,True,False,0.0228,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:07 log_channel(pg) log [INF] : PG 414 active and clean,9.872013606582186e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:54 log_channel(mgr) log [INF] : mgr module reload succeeded,0.00032113605993799865,False,False,True,False,0.0108,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:46 log_channel(cluster) log [ERR] : MON 2 crashed due to out of memory,2.9429699566208e-07,False,True,False,True,0.0,"This log shows unusual patterns with tokens: '2' (uncommon usage), '27' (uncommon usage), '18' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:43:53 log_channel(rbd) log [DBG] : RBD snapshot 'snap-963' created for image 'rbd-image-6',0.0001962233945960179,False,False,True,False,0.0066,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:45 log_channel(mds) log [INF] : MDS.3 session with client.4773 established,0.0005362090305425227,False,False,True,False,0.018,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:18 log_channel(osd) log [CRIT] : full OSD 1 [no_space_left],0.00018664162780623883,True,True,False,True,0.0063,"This log shows unusual patterns with tokens: 'left' (uncommon usage), 'space' (uncommon usage), 'no' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
"2025-04-27 18:41:55 log_channel(cluster) log [DBG] : osdmap 140: 17 total, 5 up",4.2019337342935614e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:03 log_channel(cluster) log [CRIT] : cluster full - no space left to create object,0.005895929876714945,True,True,False,True,0.1984,"This log shows unusual patterns with tokens: 'create' (uncommon usage), 'left' (uncommon usage), 'space' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:39:38 log_channel(audit) log [INF] : auth key accepted for client 7992,0.00019903929205611348,False,False,True,False,0.0067,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:41 log_channel(cluster) log [DBG] : recovery completed for PG 578,2.7753333142754855e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:42 log_channel(cluster) log [DBG] : heartbeat from OSD 10,1.1920921139108032e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:25 log_channel(mgr) log [INF] : mgr module reload succeeded,0.0003270433226134628,False,False,True,False,0.011,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:35 log_channel(mds) log [DBG] : MDS.1 updated inode cache size: 18400,1.37394144985592e-05,False,False,True,False,0.0005,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:06 log_channel(cluster) log [INF] : osd 7 is healthy,1.1920919007479824e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:33 log_channel(osd) log [WRN] : degraded PG 105 [objects_missing=1],0.005191311705857515,True,True,False,True,0.1747,"This log shows unusual patterns with tokens: 'objects' (uncommon usage), '##n' (uncommon usage), '=' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:46:37 log_channel(pg) log [INF] : PG 913 active and clean,1.2852243003180774e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:02 log_channel(mds) log [DBG] : MDS.3 is exporting namespace to rank 1,6.230986764421687e-05,False,False,True,False,0.0021,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:48 log_channel(pg) log [DBG] : PG 633 scrub completed,1.6950055226061522e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:46 log_channel(pg) log [DBG] : PG 999 is clean,1.2852243003180774e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:40:13 log_channel(mon) log [INF] : MON 0 beacon received,4.805598905477382e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:29 log_channel(client) log [ERR] : failed to write object [client=7950, reason=permission_denied]",0.0013976325280964375,True,True,False,True,0.047,"This log shows unusual patterns with tokens: 'denied' (uncommon usage), '=' (uncommon usage), 'permission' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
"2025-04-27 18:41:25 log_channel(cluster) log [ERR] : OSD 1 disk corruption detected, data may be lost",0.001001359662041068,True,True,False,True,0.0337,"This log shows unusual patterns with tokens: 'be' (uncommon usage), 'may' (uncommon usage), 'corruption' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:43:38 log_channel(pg) log [DBG] : PG 391 scrub completed,1.750883882323251e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:31 log_channel(cluster) log [INF] : mon.1 quorum formed with mons: mon.1,mon.4,mon.2",4.5448376795320655e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:14 log_channel(rbd) log [INF] : RBD unmap operation for image 'rbd-image-7' completed successfully,1.9557346604415216e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:00 log_channel(cluster) log [INF] : RADOS operation completed for pool 974,1.1641182027233299e-06,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:43 log_channel(pg) log [INF] : PG 816 active and clean,9.313219351270163e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:14 log_channel(client) log [ERR] : failed to write object [client=6814, reason=disk_error]",0.0002482330019120127,True,True,False,True,0.0084,"This log shows unusual patterns with tokens: '=' (uncommon usage), 'reason' (uncommon usage), '=' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:46:16 log_channel(pg) log [DBG] : PG 414 scrub completed,1.3783565577796253e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:14 log_channel(rbd) log [DBG] : RBD snapshot 'snap-365' created for image 'rbd-image-5',0.000532024831045419,False,False,True,False,0.0179,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:41 log_channel(cluster) log [INF] : client reconnect complete,0.0014110979391261935,False,False,True,False,0.0475,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:06 log_channel(client) log [CRIT] : snapshot write failed [client=4912],3.160724008921534e-05,False,True,False,True,0.0011,"This log shows unusual patterns with tokens: '=' (uncommon usage), '##12' (uncommon usage), '18' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:45:12 log_channel(cluster) log [DBG] : scrub ok,9.313220772355635e-08,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:42:11 log_channel(cluster) log [DBG] : pgmap v4155: 358 pgs: 45 peering, 268 active+clean; 89828 KiB data, 13 GiB used, 22 GiB avail",5.976980901323259e-05,False,False,True,False,0.002,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:07 log_channel(rbd) log [DBG] : RBD snapshot 'snap-216' created for image 'rbd-image-9',0.00018096333951689303,False,False,True,False,0.0061,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:24 log_channel(rbd) log [DBG] : RBD snapshot 'snap-613' created for image 'rbd-image-3',0.0003041164018213749,False,False,True,False,0.0102,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:21 log_channel(client) log [INF] : client 6770 executed command osd tree successfully,5.069341568741947e-06,False,False,True,False,0.0002,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:15 log_channel(cluster) log [ERR] : OSD 1 cannot find disk, going into error statelog_channel(osd) log [WRN] : inconsistent PG 683 detected [error=unknown]",0.001541481469757855,True,True,False,True,0.0519,"This log shows unusual patterns with tokens: '##n' (uncommon usage), '##log' (uncommon usage), 'unknown' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:42:30 log_channel(pg) log [INF] : PG 356 active and clean,1.564620220051438e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:16 log_channel(rbd) log [INF] : RBD image 'rbd-image-8' mapped to /dev/rbd5,1.629804501135368e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:57 log_channel(cluster) log [DBG] : MDS startup completed,5.140483699506149e-05,False,False,True,False,0.0017,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:43:09 log_channel(cluster) log [DBG] : osdmap 137: 13 total, 10 up",8.917238119465765e-06,False,False,True,False,0.0003,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:27 log_channel(mds) log [DBG] : MDS.0 updated inode cache size: 90192,2.2351075585902436e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:07 log_channel(rgw) log [INF] : RGW user 'user-10' authenticated successfully,3.855667785046535e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:00 log_channel(cluster) log [INF] : reweight-by-utilization applied,0.0007497505284845829,False,False,True,False,0.0252,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:41:16 log_channel(cluster) log [ERR] : OSD 6 failure: disk full, unable to write data",1.769510902249749e-07,False,True,False,True,0.0,"This log shows unusual patterns with tokens: '6' (uncommon usage), '18' (uncommon usage), '27' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:44:45 log_channel(mds) log [INF] : MDS.1 session with client.4971 established,0.0006199692143127322,False,False,True,False,0.0209,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:31 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 302,1.4342357701480068e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:32 log_channel(cluster) log [INF] : client reconnect complete,0.0014714931603521109,False,False,True,False,0.0495,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:38 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 690,3.613509704791795e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:53 log_channel(rbd) log [INF] : RBD unmap operation for image 'rbd-image-5' completed successfully,2.1140522221685387e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:33 log_channel(pg) log [DBG] : PG 251 is clean,3.427251442644774e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:50 log_channel(pg) log [DBG] : PG 777 scrub completed,1.4528622216403164e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:28 log_channel(rgw) log [INF] : RGW user 'user-46' authenticated successfully,4.4144582034277846e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:42:31 log_channel(cluster) log [DBG] : MDS startup completed,5.088010948384181e-05,False,False,True,False,0.0017,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:26 log_channel(cluster) log [DBG] : heartbeat from OSD 8,1.8440165661104402e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:46:44 log_channel(network) log [DBG] : heartbeat received from mon.2,1.5646199358343438e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:41 log_channel(client) log [INF] : object read completed by client 6723,0.000683664926327765,False,False,True,False,0.023,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
"2025-04-27 18:39:30 log_channel(cluster) log [DBG] : pgmap v4725: 163 pgs: 23 peering, 300 active+clean; 77570 KiB data, 52 GiB used, 27 GiB avail",0.0001275869581149891,False,False,True,False,0.0043,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:39:29 log_channel(cluster) log [DBG] : scrub starts,3.4381032492092345e-06,False,False,True,False,0.0001,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:31 log_channel(cluster) log [DBG] : recovery completed on osd.9,2.495940520930162e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:08 log_channel(cluster) log [DBG] : MDS startup completed,4.869397889706306e-05,False,False,True,False,0.0016,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:45:03 log_channel(cluster) log [DBG] : auto-scaler adjusted PG count for pool 518,1.0244542636428378e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:44:11 log_channel(cluster) log [DBG] : heartbeat from OSD 8,1.6577523354044388e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:41:39 log_channel(mon) log [ERR] : monitor 5 failed to respond [status=DOWN],0.0007132782484404743,True,True,False,True,0.024,"This log shows unusual patterns with tokens: 'respond' (uncommon usage), '=' (uncommon usage), '5' (uncommon usage). These contributed significantly to the anomaly score. It was flagged as anomalous because of high model loss and/or matching critical keywords."
2025-04-27 18:44:48 log_channel(mds) log [DBG] : MDS.1 updated inode cache size: 19012,0.0005395773332566023,False,False,True,False,0.0182,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
2025-04-27 18:43:29 log_channel(pg) log [DBG] : PG 606 scrub completed,3.278245799265278e-07,False,False,True,False,0.0,No anomaly detected in this log. The content aligns with expected patterns for normal operations.
